,AccSpeciesName,Leaf area,Leaf carbon (C) content per leaf dry mass,Leaf nitrogen (N) content per leaf dry mass,Plant height vegetative,Root carbon (C) content per root dry mass,Root nitrogen (N) content per root dry mass,Seed dry mass,Seed germination rate (germination efficiency),Specific leaf area,Leaf thickness,Leaf nitrogen (N) content per leaf area,Root rooting depth,Dispersal unit dry mass,Dispersal unit thickness,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Photosynthesis rate per leaf dry mass,Leaf carbon (C) content per leaf area,Fine root carbon/nitrogen (C/N) ratio,Coarse root carbon/nitrogen (C/N) ) ratio,"Root type, root architecture",Root/shoot ratio,Leaf carbon isotope signature (delta 13C),Root diameter,"Fine root length per fine root dry mass (specific fine root length, SRL)",Photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE),Coarse root nitrogen (N) content per coarse root dry mass,Fine root carbon (C) content per fine root dry mass,Fine root dry mass per fine root fresh mass (fine root dry matter content; RDMC),Fine root nitrogen (N) content per fine root dry mass,Coarse root dry mass per ground area,Fine root dry mass per ground area
581,Lepidosperma carphoides,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Lespedeza capitata,461.6101627,471.2545,19.09948702,0.693334603,NA,NA,2.482396512,84,12.45020289,NA,NA,0.4572,NA,NA,0.358850493,NA,NA,NA,NA,NA,0.160119557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,Lespedeza hirta,NA,NA,NA,1.8288,NA,NA,3.015330573,NA,NA,NA,NA,0.2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,Leucanthemopsis alpina,NA,NA,NA,0.035,NA,NA,0.37,89,15.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Leucanthemum ircutianum,264.1666667,NA,NA,0.44,NA,NA,NA,NA,15.172,NA,NA,NA,NA,NA,0.148433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,Leucanthemum vulgare,437.3333333,437.6016277,30.26796208,0.53192,NA,NA,0.855828551,96.25,17.80983272,0.19,1.552440491,0.2032,0.38,NA,0.162361988,0.366036394,NA,NA,NA,NA,NA,NA,NA,NA,2.540301799,NA,NA,NA,NA,NA,NA
587,Leymus chinensis,NA,439.3181818,23.50068609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Leymus triticoides,NA,NA,NA,0.9144,NA,NA,6.266451191,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,Liatris aspera,276.6349233,445.1498,12.33641253,1.2,NA,NA,1.925,NA,17.00092904,NA,NA,NA,NA,NA,0.219711357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Liatris ligulistylis,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,Liatris punctata,NA,NA,NA,0.6096,NA,NA,12.93962196,NA,9.8333502,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,Liatris squarrosa,NA,NA,22.06384,0.4548,NA,NA,2.432125,NA,16.33650548,NA,NA,NA,NA,NA,0.430819116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,Ligusticum mutellina,2655.936667,NA,NA,0.28,NA,NA,NA,NA,24.9616,NA,NA,NA,NA,1.57,0.15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,Linaria genistifolia,NA,NA,NA,NA,NA,NA,0.180333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Linaria vulgaris,105.3945,NA,19.85205652,0.609388889,NA,NA,0.157931944,85.5,22.52432988,NA,NA,NA,NA,NA,0.19263982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Linum bienne,NA,NA,NA,0.375,NA,NA,1.45525,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,Linum catharticum,24.138,NA,20.2751018,0.184833333,NA,NA,0.149398476,92.66666667,29.89038332,0.13575,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,Linum lewisii,NA,NA,NA,0.762,NA,NA,1.632430259,NA,NA,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,Linum medium,NA,NA,NA,0.328,NA,NA,NA,NA,22.57688088,NA,NA,NA,NA,NA,0.891024226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,Linum perenne,28.33333333,NA,NA,0.466666667,NA,NA,1.93335,91.66666667,26.23333333,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,Linum rigidum,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,Linum suffruticosum,NA,NA,19.9,0.4,NA,NA,0.593007576,NA,13.83721065,0.350666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,Linum sulcatum,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Liquidambar styraciflua,NA,NA,14.76346154,24.13266667,NA,NA,5.234071437,NA,14.05024082,0.175666667,NA,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,Liriodendron tulipifera,NA,NA,25.35214926,46.30266667,NA,NA,48.91049883,NA,28.13,NA,NA,0.8128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,Lithospermum canescens,306.5789294,407.1918,18.9752,NA,NA,NA,2.817,NA,14.43083537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,Lithospermum caroliniense,253.5463106,418.074,17.774,0.525833334,NA,NA,5.657,NA,12.63662801,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.23343789,NA,0.259701819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,Lithospermum incisum,NA,NA,NA,NA,NA,NA,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,Lobelia purpurascens,48.0194,NA,NA,0.05,NA,NA,NA,NA,35.69154155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Loeflingia squarrosa,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Loeseliastrum schottii,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Lolium multiflorum,606,NA,NA,0.533,NA,NA,2.650524686,80,25.47714286,NA,NA,0.2032,2.433,0.75,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Lolium perenne,442.22211,398.0666667,30.02715126,0.543259416,417.5,9.7,1.914065261,83.17647059,29.22569151,0.129166667,NA,0.254,2.08,0.803333333,0.202431764,NA,NA,NA,NA,NA,NA,-30.11,0.1,NA,NA,NA,NA,NA,NA,NA,NA
614,Lomandra juncea,NA,NA,NA,NA,NA,NA,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,Lomatium nudicaule,NA,NA,NA,NA,NA,NA,16.08116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,Lomatium utriculatum,NA,NA,NA,NA,NA,NA,4.71875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,Lotus alpinus,NA,NA,NA,0.06,NA,NA,1.476666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,Lotus corniculatus,132,467.0591111,32.37274407,0.357339206,NA,21.21401,1.2253612,97.3,21.71513633,0.194875,2.185124734,0.3556,NA,NA,0.194615174,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,Lotus glaber,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,Lotus tenuis,99.50333333,NA,NA,0.725,NA,NA,0.97075,100,20.43399245,0.297,NA,NA,NA,NA,0.151653333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,Lupinus argenteus,NA,NA,NA,0.4572,NA,NA,14.13721647,84.5,NA,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,Lupinus perennis,NA,NA,25.71788383,0.2475,NA,NA,21.72055556,NA,19.66120215,NA,NA,NA,NA,NA,0.146671274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,Lupinus sparsiflorus,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Lupinus texensis,NA,NA,NA,0.6,NA,NA,34.080875,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,Luzula campestris,73,NA,NA,0.205,NA,NA,0.632828444,100,23.94844812,0.222,NA,NA,NA,NA,0.237988,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,Luzula chilensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Luzula multiflora,346,488.6164454,25.54618746,0.2110425,NA,NA,0.95958,NA,25.53913437,0.1539,NA,NA,NA,NA,0.233037887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,Luzula pilosa,664,NA,16.9625,0.225,NA,NA,0.958433333,80,25.5,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Luzula spicata,26.9212,452.8908592,22.59228887,0.24812,NA,NA,0.286666667,NA,13.42568753,0.2775,NA,0.254,NA,NA,0.279804537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Lycium pallidum,NA,NA,26.13809524,2.1336,NA,NA,139.3048551,75,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,Lysimachia nemorum,252.5,NA,NA,0.3,NA,NA,0.393733333,NA,30.2,NA,NA,NA,NA,NA,0.1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Lysimachia nummularia,273.288,NA,17.1,0.5,NA,NA,0.240333333,NA,30.86299914,NA,NA,NA,NA,NA,0.223064286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Lythrum hyssopifolia,12.61,NA,NA,0.305833333,NA,NA,0.325214706,89.4,24.09,NA,NA,NA,NA,NA,0.218206667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,Madia sativa,NA,NA,NA,NA,NA,NA,3.1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,Maianthemum racemosum,1132.266667,454.58,15.40166667,NA,NA,NA,32.04625,NA,20.30003867,NA,NA,NA,NA,NA,NA,0.169658333,NA,NA,NA,NA,NA,NA,NA,NA,2.708923748,NA,NA,NA,NA,NA,NA
636,Maireana carnosa,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,Maireana pyramidata,3.3527,NA,NA,1.24,NA,NA,2.5775,NA,3.695186729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,Maireana sedifolia,5.3484,NA,NA,1.3,NA,NA,NA,NA,4.952222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,Malacothrix glabrata,NA,NA,NA,NA,NA,NA,0.2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,Margyricarpus pinnatus,NA,NA,NA,NA,NA,NA,6.05,NA,8.601267076,0.361666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,Marrubium vulgare,429.8137,NA,NA,0.383333333,NA,NA,0.850155556,93,10.45773921,NA,NA,NA,1.181,0.73,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,Marsdenia australis,467,NA,NA,NA,NA,NA,11.93666667,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,Medicago laciniata,15,NA,NA,0.05,NA,NA,1.808,90,23.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,Medicago lupulina,487.87,474.8,35.8,0.423544589,NA,NA,1.526346725,98.6,28.72948161,0.135,NA,0.3048,1.987,1.15,0.21766561,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,Medicago minima,20,NA,NA,0.1701,NA,NA,1.075447619,99.71428571,24.66638889,0.1427,NA,NA,NA,NA,0.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Medicago polymorpha,385.125,NA,NA,0.49192,NA,NA,3.157313192,97,26.27057155,0.17,NA,0.3048,NA,NA,0.224065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,Medicago truncatula,NA,NA,NA,NA,NA,NA,4.065625,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,Melica subulata,NA,NA,NA,1.00584,NA,NA,2.298977415,NA,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,Melicytus dentatus,108.5804,NA,NA,3,NA,NA,11.57,NA,25.06241344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Mentzelia aspera,NA,NA,NA,NA,NA,NA,7.66,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,Microseris lanceolata,NA,NA,NA,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,Microseris nutans,NA,NA,NA,0.6096,NA,NA,1.496748878,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,Minuartia glomerata,NA,NA,NA,NA,NA,NA,0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Minuria denticulata,9.1662,NA,NA,0.15,NA,NA,0.03,NA,10.12839779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,Modiola caroliniana,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,Molinia caerulea,1037.975,474.1266667,19.7245873,0.699125,NA,NA,0.704873333,88,17.87260174,NA,1.67606307,NA,0.731,0.836666667,0.3747825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Mollugo verticillata,NA,NA,22.27272727,NA,NA,NA,0.071833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,Momordica charantia,NA,NA,NA,NA,NA,NA,74.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Monachather paradoxus,520,NA,NA,0.6,NA,NA,2.573833333,NA,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Monarda fistulosa,NA,NA,11.29051118,1.082951111,NA,NA,0.355304139,100,26.21085308,NA,NA,0.1016,NA,NA,0.251001626,NA,NA,63.17694582,NA,NA,0.0945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Monarda punctata,NA,NA,13.2,0.4265,NA,NA,0.28175,NA,18.95202815,NA,NA,NA,NA,NA,0.221078256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Monoptilon bellioides,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Morella cerifera,NA,NA,NA,5.823692308,NA,NA,6.886299804,NA,16.30496347,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Muhlenbergia capillaris,NA,NA,NA,0.9144,NA,NA,0.323498965,NA,NA,NA,NA,0.2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Muhlenbergia racemosa,557.2604167,433.8925,31.043,0.9144,NA,NA,0.281653328,NA,35.43225114,NA,NA,0.2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,Muhlenbergia richardsonis,NA,NA,NA,0.1524,NA,NA,0.301932367,NA,NA,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,Myoschilos oblongum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,Myosotis discolor,73.445,NA,NA,0.25375,NA,NA,0.200483611,85,27.63777778,NA,NA,NA,NA,NA,0.165272222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Myosotis stricta,36.88333333,NA,NA,0.136666667,NA,NA,0.2314575,NA,21.00716667,NA,NA,NA,0.137,0.43,0.180273333,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Nama aretioides,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Narthecium ossifragum,1087,NA,24.7,0.2325,NA,NA,0.089244848,92,24.15,NA,NA,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,Nassauvia darwinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Nassella longiglumis,NA,NA,35.04,NA,NA,NA,8.85,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Nassella neesiana,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Nassella trichotoma,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,Nassella viridula,NA,NA,NA,0.6096,NA,NA,2.729464869,60,NA,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,Nemophila parviflora,NA,NA,NA,NA,NA,NA,4.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Neottia ovata,3612.756,NA,NA,0.32,NA,NA,NA,NA,30.18571429,NA,NA,NA,NA,NA,0.11642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Nothocalais troximoides,NA,NA,NA,NA,NA,NA,2.85,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,Nothoscordum bivalve,NA,NA,NA,NA,NA,NA,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Noticastrum sericeum,NA,NA,30.175,NA,NA,NA,NA,NA,36.99,NA,NA,NA,NA,NA,NA,0.5184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Oemleria cerasiformis,1170,NA,19.2,3.155,NA,NA,183.4071167,NA,17.137,NA,1.120382797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Oenothera biennis,14200,418.9014511,19.358423,1.147822222,NA,NA,0.424905046,93.57142857,17.15482887,0.22,NA,0.254,NA,NA,0.221119576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,Oldenlandia corymbosa,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Oldenlandia pterospora,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,Olsynium junceum,NA,NA,NA,NA,NA,NA,0.65,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,Opuntia phaeacantha,NA,NA,NA,NA,NA,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,Opuntia polyacantha,NA,NA,NA,0.6096,NA,NA,10.38171914,NA,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,Oreochloa disticha,NA,NA,NA,0.115,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,Orobanche uniflora,NA,NA,NA,NA,NA,NA,0.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,Orthocarpus luteus,NA,NA,NA,0.4572,NA,NA,0.154894878,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Orthocarpus tolmiei,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,Oxalis acetosella,806,460.3514279,28.21760537,0.104166667,NA,5.86667,1.149666667,NA,64.32508321,0.116833333,NA,NA,NA,NA,0.130571501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,Oxalis articulata,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Oxalis brasiliensis,NA,NA,NA,0.08615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Oxalis conorrhiza,NA,NA,NA,0.1176,NA,NA,NA,NA,42.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Oxalis corniculata,90.43347778,NA,NA,0.235,NA,NA,0.327238095,NA,36.19430662,NA,NA,NA,NA,NA,0.148963333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Oxalis dillenii,NA,NA,NA,0.188478161,NA,NA,0.220520833,93,41.82566697,0.08,NA,NA,NA,NA,0.172479399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Oxalis eriocarpa,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
