,site_code,Taxon,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response
1503,cdpt_drt.us,ARTEMISIA FRIGIDA,1,28,4.666666667,69,11.5,41,6.833333333
1504,cdpt_drt.us,ASCLEPIAS PUMILA,1,0,0,0.1,0.1,0.1,0.1
1505,cdpt_drt.us,ASTRAGALUS LAXMANNII,1,0.1,0.1,0,0,-0.1,-0.1
1506,cdpt_drt.us,BOUTELOUA GRACILIS,1,90,15,77,12.83333333,-13,-2.166666667
1507,cdpt_drt.us,BROMUS JAPONICUS,1,4,2,4,4,0,2
1508,cdpt_drt.us,BUCHLOE DACTYLOIDES,1,1,1,0,0,-1,-1
1509,cdpt_drt.us,CAREX FILIFOLIA,1,111,18.5,115,19.16666667,4,0.666666667
1510,cdpt_drt.us,CHENOPODIUM ALBUM,1,0.3,0.1,0.2,0.1,-0.1,0
1511,cdpt_drt.us,COREOPSIS TINCTORIA,1,21,3.5,4.5,2.25,-16.5,-1.25
1512,cdpt_drt.us,DALEA ENNEANDRA,1,0.5,0.5,0,0,-0.5,-0.5
1513,cdpt_drt.us,DICHANTHELIUM OLIGOSANTHES,1,3,3,0.5,0.5,-2.5,-2.5
1514,cdpt_drt.us,ELYMUS ELYMOIDES,1,0,0,1,1,1,1
1515,cdpt_drt.us,ESCOBARIA VIVIPARA,1,0.9,0.18,0,0,-0.9,-0.18
1516,cdpt_drt.us,GAURA COCCINEA,1,2,2,1,1,-1,-1
1517,cdpt_drt.us,HELIANTHUS ANNUUS,1,0.5,0.5,2.6,0.866666667,2.1,0.366666667
1518,cdpt_drt.us,HESPEROSTIPA COMATA,1,61,10.16666667,93,15.5,32,5.333333333
1519,cdpt_drt.us,HETEROTHECA VILLOSA,1,0,0,1.1,0.55,1.1,0.55
1520,cdpt_drt.us,KOELERIA MACRANTHA,1,10,10,12,12,2,2
1521,cdpt_drt.us,LEPIDIUM DENSIFLORUM,1,0,0,0.1,0.1,0.1,0.1
1522,cdpt_drt.us,LIATRIS PUNCTATA,1,0.5,0.5,1,1,0.5,0.5
1523,cdpt_drt.us,LINUM RIGIDUM,1,0.1,0.1,0,0,-0.1,-0.1
1524,cdpt_drt.us,LITHOSPERMUM INCISUM,1,11,2.75,13,2.166666667,2,-0.583333333
1525,cdpt_drt.us,LYGODESMIA JUNCEA,1,3.6,1.2,1.1,0.55,-2.5,-0.65
1526,cdpt_drt.us,MACHAERANTHERA PINNATIFIDA,1,0.6,0.3,0.1,0.1,-0.5,-0.2
1527,cdpt_drt.us,OPUNTIA POLYACANTHA,1,0.2,0.1,1,1,0.8,0.9
1528,cdpt_drt.us,PENSTEMON ALBIDUS,1,0,0,0.5,0.5,0.5,0.5
1529,cdpt_drt.us,PLANTAGO PATAGONICA,1,0.1,0.1,0,0,-0.1,-0.1
1530,cdpt_drt.us,POLYGALA ALBA,1,0,0,2,2,2,2
1531,cdpt_drt.us,PSORALIDIUM TENUIFLORUM,1,5,1.666666667,19.1,6.366666667,14.1,4.7
1532,cdpt_drt.us,SPHAERALCEA COCCINEA,1,2,1,7.6,1.9,5.6,0.9
1533,cdpt_drt.us,SPOROBOLUS CRYPTANDRUS,1,6,3,4.5,1.125,-1.5,-1.875
1534,cdpt_drt.us,TRADESCANTIA OCCIDENTALIS,1,1,1,0,0,-1,-1
1535,cdpt_drt.us,TRAGOPOGON DUBIUS,1,0,0,0.1,0.1,0.1,0.1
1536,cdpt_drt.us,VERBENA STRICTA,1,0,0,0.1,0.1,0.1,0.1
1537,cedarsav.us,AMBROSIA ARTEMISIIFOLIA,1,32,8,3,1.5,-29,-6.5
1541,cedarsav.us,AMORPHA CANESCENS,1,7,2.333333333,27,6.75,20,4.416666667
1543,cedarsav.us,AMPHICARPAEA BRACTEATA,1,1,1,0,0,-1,-1
1546,cedarsav.us,ANDROPOGON GERARDII,1,120,17.14285714,44,8.8,-76,-8.342857143
1552,cedarsav.us,ARTEMISIA LUDOVICIANA,1,1,1,1,1,0,0
1556,cedarsav.us,CALAMOVILFA LONGIFOLIA,1,15,5,5,5,-10,0
1560,cedarsav.us,COMANDRA UMBELLATA,1,87,9.666666667,20,6.666666667,-67,-3
1563,cedarsav.us,COREOPSIS PALMATA,1,55,27.5,20,6.666666667,-35,-20.83333333
1567,cedarsav.us,DIGITARIA COGNATA,1,2,2,0,0,-2,-2
1571,cedarsav.us,EUTHAMIA GRAMINIFOLIA,1,26,4.333333333,16,4,-10,-0.333333333
1576,cedarsav.us,HELIANTHEMUM BICKNELLII,1,0,0,4,4,4,4
1580,cedarsav.us,LATHYRUS VENOSUS,1,20,5,9,4.5,-11,-0.5
1583,cedarsav.us,LESPEDEZA CAPITATA,1,0,0,2,2,2,2
1585,cedarsav.us,LITHOSPERMUM CANESCENS,1,9,3,13,4.333333333,4,1.333333333
1590,cedarsav.us,MUHLENBERGIA RACEMOSA,1,5,5,0,0,-5,-5
1593,cedarsav.us,PANICUM ACUMINATUM,1,3,3,4,4,1,1
1595,cedarsav.us,PANICUM OLIGOSANTHES,1,5,5,0,0,-5,-5
1597,cedarsav.us,PANICUM VIRGATUM,1,2,2,0,0,-2,-2
1598,cedarsav.us,PENSTEMON GRACILIS,1,0,0,1,1,1,1
1600,cedarsav.us,POA PRATENSIS,1,54,5.4,28,5.6,-26,0.2
1605,cedarsav.us,QUERCUS ELLIPSOIDALIS,1,0,0,40,20,40,20
1608,cedarsav.us,QUERCUS MACROCARPA,1,6,6,15,15,9,9
1611,cedarsav.us,ROSA ARKANSANA,1,0,0,3,3,3,3
1613,cedarsav.us,SCHIZACHYRIUM SCOPARIUM,1,165,20.625,85,17,-80,-3.625
1617,cedarsav.us,SOLIDAGO MISSOURIENSIS,1,6,6,0,0,-6,-6
1619,cedarsav.us,SORGHASTRUM NUTANS,1,75,12.5,25,25,-50,12.5
1622,cedarsav.us,STIPA SPARTEA,1,60,15,0,0,-60,-15
1626,cedarsav.us,SYMPHYOTRICHUM OOLENTANGIENSE,1,23,7.666666667,0,0,-23,-7.666666667
1630,cedartrait.us,ACHILLEA MILLEFOLIUM,1,1,1,1,1,0,0
1637,cedartrait.us,AMORPHA CANESCENS,1,12,3,0,0,-12,-3
1640,cedartrait.us,ANDROPOGON GERARDII,1,136,17,32,6.4,-104,-10.6
1645,cedartrait.us,BAPTISIA ALBA,1,34,11.33333333,0,0,-34,-11.33333333
1648,cedartrait.us,BOUTELOUA GRACILIS,1,0,0,8,8,8,8
1652,cedartrait.us,COREOPSIS PALMATA,1,50,25,13,13,-37,-12
1657,cedartrait.us,DALEA VILLOSA,1,19,3.166666667,6,3,-13,-0.166666667
1661,cedartrait.us,DIGITARIA COGNATA,1,2,2,0,0,-2,-2
1663,cedartrait.us,KOELERIA MICRATHERA,1,5,5,8,4,3,-1
1667,cedartrait.us,LESPEDEZA CAPITATA,1,14,2.333333333,11,2.75,-3,0.416666667
1671,cedartrait.us,LIATRIS ASPERA,1,59,8.428571429,59,11.8,0,3.371428571
1679,cedartrait.us,MONARDA FISTULOSA,1,2,2,8,8,6,6
1683,cedartrait.us,PANICUM OLIGOSANTHES,1,0,0,2,2,2,2
1686,cedartrait.us,PANICUM VIRGATUM,1,1,1,4,4,3,3
1689,cedartrait.us,PETALOSTEMON CANDIDUS,1,1,1,1,1,0,0
1693,cedartrait.us,PETALOSTEMON PURPUREUS,1,52,5.777777778,17,5.666666667,-35,-0.111111111
1698,cedartrait.us,POA PRATENSIS,1,33,4.125,13,2.6,-20,-1.525
1702,cedartrait.us,ROSA ARKANSANA,1,12,12,15,15,3,3
1706,cedartrait.us,SCHIZACHYRIUM SCOPARIUM,1,91,10.11111111,18,6,-73,-4.111111111
1710,cedartrait.us,SOLIDAGO NEMORALIS,1,60,10,21,7,-39,-3
1714,cedartrait.us,SOLIDAGO RIGIDA,1,40,20,18,9,-22,-11
1718,cedartrait.us,SORGHASTRUM NUTANS,1,15,15,2,2,-13,-13
1722,cedartrait.us,TARAXACUM CAMPYLODES,1,0,0,5,5,5,5
1724,cerrillos.ar,ALLIONIA INCARNATA,1,1.88,0.94,1.25,1.25,-0.63,0.31
1728,cerrillos.ar,ARISTIDA MENDOCINA,1,35.01,11.67,58.13,19.37666667,23.12,7.706666667
1733,cerrillos.ar,BOERHAVIA DIFFUSA,1,0,0,0.63,0.63,0.63,0.63
1737,cerrillos.ar,BOUTELOUA ARISTIDOIDES,1,25.63,12.815,73.13,36.565,47.5,23.75
1741,cerrillos.ar,BRACHIARIA PAUCISPICATA,1,0.63,0.63,0,0,-0.63,-0.63
1744,cerrillos.ar,CENCHRUS CILIARIS,1,0,0,1.25,1.25,1.25,1.25
1750,cerrillos.ar,CORDOBIA ARGENTEA,1,49.39,16.46333333,26.26,8.753333333,-23.13,-7.71
1754,cerrillos.ar,COTTEA PAPPOPHOROIDES,1,24.38,8.126666667,1.25,1.25,-23.13,-6.876666667
1758,cerrillos.ar,DIGITARIA CALIFORNICA,1,0.63,0.63,0,0,-0.63,-0.63
1760,cerrillos.ar,ERAGROSTIS ORTHOCLADA,1,4.38,4.38,0.63,0.63,-3.75,-3.75
1762,cerrillos.ar,EUPHORBIA EICHLERI,1,0,0,3.75,1.875,3.75,1.875
1768,cerrillos.ar,GAYA PARVIFLORA,1,5.01,2.505,1.88,1.88,-3.13,-0.625
1772,cerrillos.ar,GOUINIA PARAGUAYENSIS,1,5.63,2.815,7.5,7.5,1.87,4.685
1776,cerrillos.ar,LARREA DIVARICATA,1,96.88,32.29333333,58.51,19.50333333,-38.37,-12.79
1780,cerrillos.ar,LEPTOCHLOA DUBIA,1,3.75,3.75,0,0,-3.75,-3.75
1785,cerrillos.ar,PAPPOPHORUM KRAPOVICKASII,1,2.51,0.836666667,52.51,17.50333333,50,16.66666667
1793,cerrillos.ar,PROSOPIS PUGIONATA,1,10,10,0,0,-10,-10
1797,cerrillos.ar,PROSOPIS TORQUATA,1,3.75,3.75,0,0,-3.75,-3.75
1803,cerrillos.ar,RHYNCHOSIDA PHYSOCALYX,1,0,0,1.25,1.25,1.25,1.25
1807,cerrillos.ar,SETARIA PAMPEANA,1,60.01,20.00333333,7.5,3.75,-52.51,-16.25333333
1811,cerrillos.ar,SIDA ARGENTINA,1,11.88,3.96,6.26,2.086666667,-5.62,-1.873333333
1815,cerrillos.ar,TRAGIA HIERONYMI,1,0.63,0.63,0,0,-0.63,-0.63
1816,cerrillos.ar,XEROALOYSIA OVATIFOLIA,1,2.51,1.255,0,0,-2.51,-1.255
1820,chacra.ar,BACCHARIS GILLIESII,1,0,0,5,5,5,5
1835,chacra.ar,NASSELLA LONGIGLUMIS,1,50,50,110,36.66666667,60,-13.33333333
1839,chacra.ar,NASSELLA TENUIS,1,1,1,7,3.5,6,2.5
1843,chacra.ar,NOTICASTRUM SERICEUM,1,0,0,0.5,0.5,0.5,0.5
1846,chacra.ar,PAPPOPHORUM MUCRONULATUM,1,0,0,26,13,26,13
1851,chacra.ar,POA LIGULARIS,1,5,5,1,1,-4,-4
1855,chacra.ar,SCHINUS JOHNSTONII,1,1,1,0,0,-1,-1
1892,charleville.au,EREMOPHILA GILESII,1,135,45,140,46.66666667,5,1.666666667
1894,chilcasdrt.ar,ACMELLA DECUMBENS,1,0.25,0.25,0.5,0.25,0.25,0
1899,chilcasdrt.ar,ALLIUM NEAPOLITANUM,1,0.25,0.25,0.5,0.25,0.25,0
1902,chilcasdrt.ar,AMBROSIA TENUIFOLIA,1,10.5,2.1,17.75,2.958333333,7.25,0.858333333
1908,chilcasdrt.ar,ASTER SQUAMATUS,1,0,0,0.25,0.25,0.25,0.25
1910,chilcasdrt.ar,BACCHARIS PINGRAEA,1,5,2.5,5,5,0,2.5
1915,chilcasdrt.ar,BRIZA SUBARISTATA,1,0,0,5,5,5,5
1917,chilcasdrt.ar,CAREX BONARIENSIS,1,3,1,0,0,-3,-1
1921,chilcasdrt.ar,CAREX PHALAROIDES,1,7.5,2.5,0.5,0.25,-7,-2.25
1925,chilcasdrt.ar,CIRSIUM VULGARE,1,2,1,0,0,-2,-1
1929,chilcasdrt.ar,CYPELLA HERBERTII,1,0,0,0.25,0.25,0.25,0.25
1933,chilcasdrt.ar,CYPERUS ERAGROSTIS,1,1,1,0.25,0.25,-0.75,-0.75
1935,chilcasdrt.ar,DANTHONIA MONTEVIDENSIS,1,1,1,0,0,-1,-1
1938,chilcasdrt.ar,ELEOCHARIS VIRIDANS,1,4.5,1.5,0,0,-4.5,-1.5
1942,chilcasdrt.ar,ERIGERON BONARIENSIS,1,5,5,1,1,-4,-4
1946,chilcasdrt.ar,FESTUCA ARUNDINACEA,1,385,64.16666667,400,66.66666667,15,2.5
1953,chilcasdrt.ar,HYDROCOTYLE BONARIENSIS,1,5.5,1.375,0,0,-5.5,-1.375
1956,chilcasdrt.ar,JAEGERIA HIRTA,1,0,0,0.25,0.25,0.25,0.25
1958,chilcasdrt.ar,LEERSIA HEXANDRA,1,4,1,2.5,0.625,-1.5,-0.375
1963,chilcasdrt.ar,LOTUS GLABER,1,7.75,2.583333333,6,3,-1.75,0.416666667
1967,chilcasdrt.ar,LYTHRUM HYSSOPIFOLIA,1,0.25,0.25,0,0,-0.25,-0.25
1971,chilcasdrt.ar,PANICUM BERGII,1,2.75,1.375,0.25,0.25,-2.5,-1.125
1974,chilcasdrt.ar,PANICUM GOUINII,1,6.25,1.5625,0,0,-6.25,-1.5625
1975,chilcasdrt.ar,PANICUM SABULORUM,1,4.5,1.5,0,0,-4.5,-1.5
1978,chilcasdrt.ar,PASPALIDIUM PALUDIVAGUM,1,18.75,3.75,20,10,1.25,6.25
1981,chilcasdrt.ar,PASPALUM DILATATUM,1,63.5,15.875,62.5,15.625,-1,-0.25
1987,chilcasdrt.ar,PASPALUM VAGINATUM,1,0.25,0.25,0.25,0.25,0,0
1990,chilcasdrt.ar,PHYLA CANESCENS,1,0,0,11,5.5,11,5.5
1992,chilcasdrt.ar,PLANTAGO LANCEOLATA,1,2.75,1.375,0,0,-2.75,-1.375
1993,chilcasdrt.ar,POLYPOGON ELONGATUS,1,1.25,0.625,0,0,-1.25,-0.625
1995,chilcasdrt.ar,SETARIA PARVIFLORA,1,2,1,0,0,-2,-1
1997,chilcasdrt.ar,STEINCHISMA HIANS,1,10,5,6,3,-4,-2
2000,chilcasdrt.ar,STENOTAPHRUM SECUNDATUM,1,10.25,5.125,5,5,-5.25,-0.125
2003,ciempoz.es,CENTAUREA HYSSOPIFOLIA,1,0,0,1.5,1.5,1.5,1.5
2005,ciempoz.es,GYPSOPHILA STRUTHIUM,1,18.69,4.6725,40.17,8.034,21.48,3.3615
2009,ciempoz.es,HELIANTHEMUM SQUAMATUM,1,10.81,5.405,4.5425,1.514166667,-6.2675,-3.890833333
2013,ciempoz.es,LEPIDIUM SUBULATUM,1,111.585,15.94071429,90.565,12.93785714,-21.02,-3.002857143
2017,ciempoz.es,THYMUS VULGARIS,1,51.1425,8.52375,47.485,7.914166667,-3.6575,-0.609583333
2021,cmss.us,ACHILLEA MILLEFOLIUM,1,2,2,0,0,-2,-2
2028,cmss.us,ASTRAGALUS MISER,1,19,6.333333333,2,2,-17,-4.333333333
2034,cmss.us,CERASTIUM ARVENSE,1,4,2,10,5,6,3
2038,cmss.us,CHRYSOTHAMNUS VISCIDIFLORUS,1,10,10,0,0,-10,-10
2042,cmss.us,ELYMUS SPICATUS,1,25,12.5,10,10,-15,-2.5
2046,cmss.us,EREMOGONE CONGESTA,1,4,2,5,5,1,3
2052,cmss.us,FESTUCA IDAHOENSIS,1,55,27.5,75,25,20,-2.5
2061,cmss.us,PHLOX MULTIFLORA,1,20,10,40,13.33333333,20,3.333333333
2065,cmss.us,POA CUSICKII,1,10,10,10,10,0,0
2069,cmss.us,PTERYXIA HENDERSONII,1,0,0,25,25,25,25
2073,cmss.us,SEDUM LANCEOLATUM,1,2,2,2,2,0,0
2078,cobar.au,CALOTIS LAPPULACEA,1,4,1.333333333,1,1,-3,-0.333333333
2079,cobar.au,EMEX AUSTRALIS,1,0,0,1,1,1,1
2080,cobar.au,EREMOPHILA DUTTONII,1,2,1,0,0,-2,-1
2084,cobar.au,PTILOTUS ATRIPLICIFOLIUS,1,22,7.333333333,4,1.333333333,-18,-6
2088,cobar.au,SCLEROLAENA DIACANTHA,1,3,1,2,1,-1,0
2090,cobar.au,SIDA PETROPHILA,1,1,1,0,0,-1,-1
2091,cobar.au,STIPA SCABRA,1,7,3.5,12,12,5,8.5
2092,cobar.au,TRIPOGON LOLIIFORMIS,1,3,1.5,1,1,-2,-0.5
2093,cowidrt.ca,ACER MACROPHYLLUM,1,2,2,1,1,-1,-1
2098,cowidrt.ca,ACMISPON PARVIFLORUS,1,1,1,3,1,2,0
2100,cowidrt.ca,AIRA CARYOPHYLLEA,1,3,1,0,0,-3,-1
2104,cowidrt.ca,ALOPECURUS PRATENSIS,1,1,1,0,0,-1,-1
2105,cowidrt.ca,ANTHOXANTHUM ODORATUM,1,10,3.333333333,17,3.4,7,0.066666667
2109,cowidrt.ca,BERBERIS NERVOSA,1,0,0,50,50,50,50
2116,cowidrt.ca,BROMUS STERILIS,1,26,13,10,3.333333333,-16,-9.666666667
2121,cowidrt.ca,CAMASSIA QUAMASH,1,6,3,5,5,-1,2
2128,cowidrt.ca,CAREX INOPS,1,25,6.25,12,3,-13,-3.25
2132,cowidrt.ca,CERASTIUM ARVENSE,1,2,2,3,1.5,1,-0.5
2136,cowidrt.ca,CERASTIUM GLOMERATUM,1,2,1,4,1,2,0
2139,cowidrt.ca,CLAYTONIA PERFOLIATA,1,23,11.5,65,21.66666667,42,10.16666667
2144,cowidrt.ca,CYTISUS SCOPARIUS,1,3,3,0,0,-3,-3
2148,cowidrt.ca,DACTYLIS GLOMERATA,1,27,6.75,17,4.25,-10,-2.5
2152,cowidrt.ca,DELPHINIUM MENZIESII,1,9,4.5,2,2,-7,-2.5
2156,cowidrt.ca,DODECATHEON HENDERSONII,1,7,2.333333333,8,2.666666667,1,0.333333333
2160,cowidrt.ca,ELYMUS GLAUCUS,1,0,0,6,6,6,6
2164,cowidrt.ca,ERYTHRONIUM OREGONUM,1,3,1.5,2,2,-1,0.5
2168,cowidrt.ca,GALIUM APARINE,1,5,1,4,1,-1,0
2172,cowidrt.ca,GERANIUM MOLLE,1,15,3,14,3.5,-1,0.5
2176,cowidrt.ca,LATHYRUS SPHAERICUS,1,2,2,3,1.5,1,-0.5
2181,cowidrt.ca,LOMATIUM NUDICAULE,1,2,2,0,0,-2,-2
2184,cowidrt.ca,LOMATIUM UTRICULATUM,1,19,9.5,9,3,-10,-6.5
2188,cowidrt.ca,MELICA SUBULATA,1,25,8.333333333,35,17.5,10,9.166666667
2199,cowidrt.ca,PLANTAGO LANCEOLATA,1,0,0,2,2,2,2
2201,cowidrt.ca,POA PRATENSIS,1,19,3.8,14,2.8,-5,-1
2206,cowidrt.ca,QUERCUS GARRYANA,1,6,3,8,4,2,1
2210,cowidrt.ca,RANUNCULUS OCCIDENTALIS,1,6,2,2,2,-4,0
2214,cowidrt.ca,SANICULA CRASSICAULIS,1,10,2.5,22,7.333333333,12,4.833333333
2218,cowidrt.ca,SYMPHORICARPOS ALBUS,1,42,10.5,39,7.8,-3,-2.7
2222,cowidrt.ca,TRIFOLIUM DUBIUM,1,3,3,0,0,-3,-3
2225,cowidrt.ca,VALERIANA samolifolia,1,12,4,39,13,27,9
2229,cowidrt.ca,VALERIANELLA LOCUSTA,1,9,1.8,10,2.5,1,0.7
2233,cowidrt.ca,VERONICA ARVENSIS,1,1,1,2,1,1,0
2237,cowidrt.ca,VICIA HIRSUTA,1,9,1.8,9,2.25,0,0.45
2241,cowidrt.ca,VICIA SATIVA,1,5,1,7,1.75,2,0.75
2246,credoj.au,CEPHALIPTERUM DRUMMONDII,1,0.5,0.5,0.5,0.5,0,0
2248,credoj.au,CUCUMIS MYRIOCARPUS,1,0,0,0.5,0.5,0.5,0.5
2251,credoj.au,CUSCUTA PLANIFLORA,1,1.5,0.5,2,0.5,0.5,0
2252,credoj.au,ENNEAPOGON CAERULESCENS,1,42,8.4,22,7.333333333,-20,-1.066666667
2256,credoj.au,ENNEAPOGON POLYPHYLLUS,1,10.5,5.25,0,0,-10.5,-5.25
2261,credoj.au,ERAGROSTIS DIELSII,1,1,1,0,0,-1,-1
2264,credoj.au,ERODIUM AUREUM,1,1,0.5,0,0,-1,-0.5
2265,credoj.au,EUPHORBIA DRUMMONDII,1,0,0,2,0.5,2,0.5
2267,credoj.au,GOODENIA MIMULOIDES,1,2.5,0.5,0,0,-2.5,-0.5
2269,credoj.au,ISOETOPSIS GRAMINIFOLIA,1,1,0.5,0,0,-1,-0.5
2270,credoj.au,MAIREANA CARNOSA,1,24,4.8,7,1.4,-17,-3.4
2274,credoj.au,MAIREANA SEDIFOLIA,1,7.5,1.875,17,3.4,9.5,1.525
2278,credoj.au,MAIREANA TRICHOPTERA,1,0.5,0.5,0.5,0.5,0,0
2281,credoj.au,MEDICAGO MINIMA,1,32,8,0,0,-32,-8
2288,credoj.au,PTILOTUS OBOVATUS,1,9,2.25,3,0.75,-6,-1.5
2292,credoj.au,RYTIDOSPERMA CAESPITOSUM,1,4.5,1.125,7,2.333333333,2.5,1.208333333
2294,credoj.au,SALVIA VERBENACA,1,3,0.6,2.5,0.5,-0.5,-0.1
2298,credoj.au,SCLEROLAENA OBLIQUICUSPIS,1,0.5,0.5,0,0,-0.5,-0.5
2301,credoj.au,SIDA INTRICATA,1,0,0,0.5,0.5,0.5,0.5
2304,credoj.au,SIDA SPODOCHROMA,1,0,0,1.5,0.5,1.5,0.5
2308,credoj.au,STIPA NITIDA,1,0.5,0.5,25.5,8.5,25,8
2314,credoj.au,VITTADINIA EREMAEA,1,70.5,14.1,17.5,3.5,-53,-10.6
2318,credoj.au,VITTADINIA HUMERATA,1,1.5,0.5,5.5,2.75,4,2.25
2319,credom.au,ARISTIDA CONTORTA,1,0,0,0.5,0.5,0.5,0.5
2321,credom.au,CALOTIS HISPIDULA,1,0.5,0.5,0,0,-0.5,-0.5
2323,credom.au,CENTAUREA MELITENSIS,1,0.5,0.5,0,0,-0.5,-0.5
2324,credom.au,CEPHALIPTERUM DRUMMONDII,1,40,20,1,1,-39,-19
2329,credom.au,CUSCUTA PLANIFLORA,1,1,0.5,1,1,0,0.5
2331,credom.au,ENNEAPOGON CAERULESCENS,1,44,11,22.5,7.5,-21.5,-3.5
2335,credom.au,ENNEAPOGON POLYPHYLLUS,1,2,0.666666667,2,1,0,0.333333333
2339,credom.au,ENTEROPOGON RAMOSUS,1,0.5,0.5,0,0,-0.5,-0.5
2341,credom.au,ERAGROSTIS DIELSII,1,2.5,1.25,0.5,0.5,-2,-0.75
2345,credom.au,ERODIUM AUREUM,1,0.5,0.5,0,0,-0.5,-0.5
2346,credom.au,EUPHORBIA DRUMMONDII,1,1,0.5,0.5,0.5,-0.5,0
2349,credom.au,GOODENIA MIMULOIDES,1,0.5,0.5,0.5,0.5,0,0
2352,credom.au,ISOETOPSIS GRAMINIFOLIA,1,0.5,0.5,0.5,0.5,0,0
2353,credom.au,MAIREANA CARNOSA,1,2,0.5,1.5,0.5,-0.5,0
2357,credom.au,MAIREANA SEDIFOLIA,1,20.5,10.25,1,1,-19.5,-9.25
2361,credom.au,MAIREANA TRICHOPTERA,1,0.5,0.5,1,0.5,0.5,0
2364,credom.au,MARSDENIA AUSTRALIS,1,0,0,0.5,0.5,0.5,0.5
2365,credom.au,MEDICAGO MINIMA,1,23,5.75,2,2,-21,-3.75
2369,credom.au,PASPALIDIUM CLEMENTII,1,0.5,0.5,0,0,-0.5,-0.5
2372,credom.au,PTILOTUS HOLOSERICEUS,1,1,0.5,0,0,-1,-0.5
2374,credom.au,PTILOTUS OBOVATUS,1,0.5,0.5,2.5,1.25,2,0.75
2379,credom.au,RYTIDOSPERMA CAESPITOSUM,1,2.5,0.625,1,0.5,-1.5,-0.125
2382,credom.au,SALVIA VERBENACA,1,7,1.4,4,0.8,-3,-0.6
2389,credom.au,SIDA SPODOCHROMA,1,0,0,0.5,0.5,0.5,0.5
2393,credom.au,SONCHUS OLERACEUS,1,1,1,0,0,-1,-1
2396,credom.au,STIPA elegantissima,1,0.5,0.5,0,0,-0.5,-0.5
2399,credom.au,STIPA NITIDA,1,2.5,0.5,16.5,4.125,14,3.625
2403,credom.au,SWAINSONA AFFINIS,1,0.5,0.5,0,0,-0.5,-0.5
2405,credom.au,VITTADINIA EREMAEA,1,2.5,0.5,1.5,0.5,-1,0
2409,credom.au,VITTADINIA HUMERATA,1,0.5,0.5,0,0,-0.5,-0.5
2411,ebro.es,BRACHYPODIUM RETUSUM,1,0.863067333,0.863067333,0,0,-0.863067333,-0.863067333
2415,ebro.es,DACTYLIS GLOMERATA,1,0,0,0.004363334,0.002181667,0.004363334,0.002181667
2419,ebro.es,GENISTA SCORPIUS,1,43.76336066,14.58778689,16.681896,5.560632001,-27.08146466,-9.027154887
2423,ebro.es,GYPSOPHILA STRUTHIUM,1,0,0,5.671460666,2.835730333,5.671460666,2.835730333
2426,ebro.es,HELIANTHEMUM LAVANDULIFOLIUM,1,7.602672,2.534224,8.075002834,2.691667611,0.472330834,0.157443611
2430,ebro.es,HELIANTHEMUM MARIFOLIUM,1,3.280572167,1.093524056,3.557425667,1.185808556,0.2768535,0.0922845
2434,ebro.es,HELIANTHEMUM SQUAMATUM,1,0,0,0.371756,0.371756,0.371756,0.371756
2438,ebro.es,HELICHRYSUM STOECHAS,1,0.056287,0.0281435,0.451605,0.2258025,0.395318,0.197659
2443,ebro.es,HERNIARIA FRUTICOSA,1,2.573494,0.857831333,1.841326667,0.613775556,-0.732167333,-0.244055778
2447,ebro.es,JUNIPERUS PHOENICEA,1,0,0,0.623084,0.623084,0.623084,0.623084
2453,ebro.es,LINUM SUFFRUTICOSUM,1,6.794800834,2.264933611,6.096667501,2.0322225,-0.698133333,-0.232711111
2457,ebro.es,POLYGALA RUPESTRIS,1,0.383100667,0.191550334,1.483533334,0.494511111,1.100432667,0.302960778
2461,ebro.es,ROSMARINUS OFFICINALIS,1,73.49413554,24.49804518,59.27239267,19.75746422,-14.22174287,-4.740580955
2468,ebro.es,TEUCRIUM CAPITATUM,1,3.412924054,1.137641351,0.457277333,0.152425778,-2.955646721,-0.985215574
2472,ebro.es,THYMELAEA TINCTORIA,1,0.401426667,0.401426667,3.45576,3.45576,3.054333333,3.054333333
2476,ebro.es,THYMUS VULGARIS,1,5.665300747,1.888433582,6.026854166,2.008951389,0.361553419,0.120517806
2523,elvadrt.ee,ACHILLEA MILLEFOLIUM,1,6,2,20,6.666666667,14,4.666666667
2529,elvadrt.ee,AGRIMONIA EUPATORIA,1,0,0,1,1,1,1
2535,elvadrt.ee,AGROSTIS STOLONIFERA,1,1,1,2,1,1,0
2540,elvadrt.ee,ANTHOXANTHUM ODORATUM,1,4,1.333333333,3,1.5,-1,0.166666667
2549,elvadrt.ee,ARTEMISIA VULGARIS,1,1,1,0,0,-1,-1
2552,elvadrt.ee,BRIZA MEDIA,1,70,23.33333333,75,25,5,1.666666667
2557,elvadrt.ee,CAMPANULA PATULA,1,0,0,2,1,2,1
2561,elvadrt.ee,CERASTIUM ARVENSE,1,2,1,2,1,0,0
2567,elvadrt.ee,CREPIS TECTORUM,1,0,0,2,2,2,2
2571,elvadrt.ee,DACTYLIS GLOMERATA,1,35,11.66666667,35,11.66666667,0,0
2577,elvadrt.ee,DAUCUS CAROTA,1,1,1,2,1,1,0
2582,elvadrt.ee,EQUISETUM ARVENSE,1,1,1,4,1.333333333,3,0.333333333
2588,elvadrt.ee,FESTUCA PRATENSIS,1,20,6.666666667,22,7.333333333,2,0.666666667
