"","Taxon","site_code","diff.drt.trt","local_lifeform","local_lifespan","functional_group","leafN","height","rootN","SLA","root_depth","RTD","SRL","root_diam"
"67","Dichanthelium oligosanthes","bfl.us",-25,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"68","Dichanthelium oligosanthes","konzadrt.us",-0.8,"GRASS","PERENNIAL","GRASS",12.8,0.2083,4.73,23.2764706,0.423607253,0.261358967,7.466,0.36
"69","Ehrharta stipoides","yarradrt.au",-46.96,"GRASS","PERENNIAL","GRASS",25.541,0.670248521,2.040253744,21.72,0.3807231,0.72,39.27787662,0.043
"70","Elymus elymoides","oreaa.us",-4.2,"GRASS","PERENNIAL","GRASS",13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62
"71","Elymus elymoides","oreac.us",-2.958333333,"GRASS","PERENNIAL","GRASS",13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62
"72","Elymus glaucus","cowidrt.ca",-1,"GRASS, forb (SantaCruzHigh)","PERENNIAL","GRASS",20.02,1.00584,10.4,14.9305,0.3048,0.49,34.8825,0.325598981
"73","Elymus lanceolatus","kinsella.ca",0,"GRASS","PERENNIAL","GRASS",25.371642,0.569022942,13.24984479,22.74526261,1.25,0.30820288,94.78007133,0.221186667
"74","Elymus repens","brookdale.ca",0,"GRASS","PERENNIAL","GRASS",26.17661742,0.605442518,16.42030861,22.79877956,0.3556,0.220460629,91.89875611,0.258457785
"75","Elymus repens","jenadrt.de",1.75,"GRASS","PERENNIAL","GRASS",26.17661742,0.605442518,16.42030861,22.79877956,0.3556,0.220460629,91.89875611,0.258457785
"76","Elymus smithii","biddulph.ca",0,"GRAMINOID","PERENNIAL","GRASS",28.0185,0.6096,17.06975875,31.74700117,0.508,0.15784992,73.5,0.419548409
"77","Enneapogon polyphyllus","credom.au",-0.5,"GRASS","PERENNIAL","GRASS",10.55,0.325,3.7,7.035333333,0.350050558,0.44,NA,0.6
"78","Festuca arundinacea","marcdrt.ar",-1.25,"GRASS","PERENNIAL","GRASS",26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278
"79","Festuca arundinacea","sclaudio.ar",-8.75,"GRASS","PERENNIAL","GRASS",26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278
"80","Festuca arundinacea","chilcasdrt.ar",7.33333333,"GRASS","PERENNIAL","GRASS",26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278
"81","Festuca halleri","passogavia.it",0,"GRASS","PERENNIAL","GRASS",13,0.784974578,9.30581557,9.9,0.101,0.263301898,264.0577145,0.31
"82","Festuca idahoensis","oreac.us",-6.75,"GRASS","PERENNIAL","GRASS",10.3118547,0.6096,9.105597628,42.75,0.3556,NA,308.6742312,0.310248556
"83","Festuca idahoensis","cmss.us",-6.6666666666667,"GRASS","PERENNIAL","GRASS",10.3118547,0.6096,9.105597628,42.75,0.3556,NA,308.6742312,0.310248556
"84","Festuca idahoensis","oreaa.us",-2.8,"GRASS","PERENNIAL","GRASS",10.3118547,0.6096,9.105597628,42.75,0.3556,NA,308.6742312,0.310248556
"85","Festuca ovina","allmendb.ch",0.33333333366667,"GRASS","PERENNIAL","GRASS",16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02
"86","Festuca ovina","allmendo.ch",-0.41666666633333,"GRASS","PERENNIAL","GRASS",16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02
"87","Festuca pratensis","elvadrt.ee",-1.66666666633333,"GRASS","PERENNIAL","GRASS",22.6929621,0.4,9.037334647,21.47,0.233,0.091553497,289.7039134,0.217565197
"88","Festuca rubra","pineta.es",-7.5,"GRASS","PERENNIAL","GRASS",19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12
"89","Festuca rubra","elvadrt.ee",1.33333333333333,"GRASS","PERENNIAL","GRASS",19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12
"90","Festuca rubra","rhijn.nl",-8.3333333333333,"GRASS","PERENNIAL","GRASS",19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12
"91","Festuca vivipara","lygraint.no",-1,"GRASS","NULL","GRASS",12.30541517,0.065,8.764885859,11.02,0.506347461,0.234725977,276.3262647,0.161945853
"92","Gouinia paraguayensis","cerrillos.ar",6.25,"GRASS","PERENNIAL","GRASS",23.1,0.47,10.41792691,19.71,0.256739475,0.392998451,38.36477163,0.178363037
"93","Helictotrichon pratense","allmendo.ch",-0.16666666666667,"GRASS","PERENNIAL","GRASS",16.4,0.816666667,3.275458192,14.06030769,0.79,0.669747899,85.98480816,0.1543
"94","Helictotrichon pratense","allmendb.ch",0.16666666666667,"GRASS","PERENNIAL","GRASS",16.4,0.816666667,3.275458192,14.06030769,0.79,0.669747899,85.98480816,0.1543
"95","Helictotrichon pubescens","elvadrt.ee",-0.5,"GRASS","PERENNIAL","GRASS",24.3,0.680625,7.892636683,18.69463141,0.3,0.090296815,62.86954053,0.161264502
"96","Helictotrichon versicolor","passogavia.it",0.5,"GRASS","PERENNIAL","GRASS",18.88884001,0.14,6.081157261,11.48996431,0.620057888,0.392497008,77.65999999,0.115650341
"97","Hesperostipa comata","mattheis.ca",-4.4,"GRASS","PERENNIAL","GRASS",12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38
"98","Heteropogon contortus","bfl.us",12.5,"GRASS","PERENNIAL","GRASS",11.22375,0.21336,4.15,9.881422925,0.254,0.371,16.75282186,0.25
"99","Hilaria jamesii","antelope.us",-1.34166666666667,"GRAMINOID","PERENNIAL","GRASS",21.68723958,0.6096,7.6,13.95707872,0.3048,0.423660043,140.9228,0.056
"100","Holcus lanatus","rhijn.nl",6.6666666663333,"GRASS","PERENNIAL","GRASS",24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667
"101","Holcus lanatus","scruzh.us",-12.5281933,"GRASS","PERENNIAL","GRASS",24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667
"102","Hordeum murinum","spvdrt.ar",-1,"GRASS","ANNUAL","GRASS",31.1,0.405416667,14.38081541,28.1259188,0.1,0.237182706,204.9930273,0.217582152
"103","Hordeum pusillum","marcdrt.ar",0,"GRASS","ANNUAL","GRASS",28.27638313,0.36576,12.07239276,32.4,0.2032,0.278984039,157.1579379,0.1830875
"104","Koeleria macrantha","mattheis.ca",-1.6,"GRAMINOID","PERENNIAL","GRASS",14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767
"105","Koeleria macrantha","biddulph.ca",2,"GRAMINOID","PERENNIAL","GRASS",14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767
"106","Koeleria macrantha","hard.us",8.5,"GRAMINOID","PERENNIAL","GRASS",14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767
"107","Koeleria macrantha","matador.ca",-1.5,"GRAMINOID","PERENNIAL","GRASS",14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767
"108","Koeleria macrantha","konzadrt.us",-4.4,"GRAMINOID","PERENNIAL","GRASS",14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767
"109","Koeleria micrathera","cedartrait.us",-2.5,"GRASS","PERENNIAL","GRASS",16.30647415,0.207150719,8.390026061,14.02,0.486471039,0.377975431,96.91874968,0.236737671
"110","Leersia hexandra","chilcasdrt.ar",0,"GRASS","PERENNIAL","GRASS",17.321052,1.5,7.960048886,26,0.301385271,0.35207594,138.1649052,0.336243562
"111","Lolium perenne","jenadrt.de",-7.6666666633333,"GRASS","PERENNIAL, ANNUAL (SantaCruzLow, SantaCruzMiddle)","GRASS",19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1
"112","Lolium perenne","validate.fr",2.98,"GRASS","PERENNIAL, ANNUAL (SantaCruzLow, SantaCruzMiddle)","GRASS",19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1
"113","Lolium perenne","baddrt.de",0.35,"GRASS","PERENNIAL, ANNUAL (SantaCruzLow, SantaCruzMiddle)","GRASS",19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1
"114","Molinia caerulea","lygraold.no",5.83333333333333,"GRASS","NULL","GRASS",19.7245873,0.699125,8.366751778,17.87260174,0.8,0.20066,56.8752851,0.269333333
"115","Molinia caerulea","lygraint.no",-5,"GRASS","NULL","GRASS",19.7245873,0.699125,8.366751778,17.87260174,0.8,0.20066,56.8752851,0.269333333
"116","Nassella neesiana","naposta.ar",-28.3333333366667,"GRASS","PERENNIAL","GRASS",14.2304221,0.8,8.513930261,16,0.30667885,0.472007449,3.928780233,0.557177523
"117","Nassella trichotoma","naposta.ar",-19.6666666666667,"GRASS","PERENNIAL","GRASS",12.76277287,0.7,8.47827985,11.297312,0.315784535,0.51763523,NA,0.77666667
"118","Nassella viridula","matador.ca",-3.3333333366667,"GRAMINOID","PERENNIAL","GRASS",12.6088734,0.6096,8.384920369,10.77,0.3556,0.517363388,54.89286067,0.23675
"119","Oreochloa disticha","passogavia.it",0.425,"GRASS","PERENNIAL","GRASS",22,0.115,8.659512076,9.2,0.430795717,0.305773864,203.661493,0.177390603
"120","Panicum capillare","konzadrt.us",1.16666666666667,"GRASS","ANNUAL","GRASS",17.0314031,0.43545,11.05732295,27.43942379,0.62,0.14,218,0.1917
"121","Pascopyrum smithii","kinsella.ca",0,"GRAMINOID","PERENNIAL","GRASS",16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667
"122","Pascopyrum smithii","mattheis.ca",14,"GRAMINOID","PERENNIAL","GRASS",16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667
"123","Pascopyrum smithii","matador.ca",0.33333333366667,"GRAMINOID","PERENNIAL","GRASS",16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667
"124","Paspalum dilatatum","chilcasdrt.ar",-14.25,"GRASS","PERENNIAL","GRASS",17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,0.62
"125","Paspalum vaginatum","chilcasdrt.ar",0.75,"GRASS","PERENNIAL","GRASS",3.6045301,0.03048,15.6,10.41,0.1524,0.125525724,152.9129579,0.53557334
"126","Phleum alpinum","passogavia.it",0.1,"GRASS","PERENNIAL","GRASS",24.71901341,0.19724,9.103855654,20.58967646,0.254,0.215080052,73.35000002,0.25
"127","Poa alpina","passogavia.it",-0.1,"GRASS","PERENNIAL","GRASS",13,0.298831111,16.9,21.51150438,0.254,0.189150427,292.2,0.26
"128","Poa angustifolia","elvadrt.ee",-0.5,"GRASS","PERENNIAL","GRASS",12.95,0.48,5.764,20.11666667,0.397853261,0.316453559,130.1148807,0.113446154
"129","Poa compressa","esw.ca",2,"GRASS","PERENNIAL","GRASS",13.678,0.2491,8.04,20.91883636,0.254,0.278026009,54.78896667,0.53
"130","Poa hiemata","falls.au",-3.33329808199778e-09,"GRASS","PERENNIAL","GRASS",13.7803809,0.6,13.33800475,3.35531,0.396100663,0.385475406,172.8510812,0.182044685
"131","Poa lanigera","marcdrt.ar",-1.75,"GRASS","PERENNIAL","GRASS",17.78042085,0.523401409,12.87925589,24,0.325933936,0.21259383,160.6138721,0.232875438
"132","Poa ligularis","chacra.ar",2,"GRASS","PERENNIAL","GRASS",22.4,1.2,10.4,6.944926731,0.7,0.389467556,113.7309492,0.225237491
"133","Poa pratensis","cedartrait.us",-1.6,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"134","Poa pratensis","cedarsav.us",-2.26666666666667,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"135","Poa pratensis","validate.fr",8,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"136","Poa pratensis","brookdale.ca",-2.45,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"137","Poa pratensis","kinsella.ca",0,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"138","Poa pratensis","jenadrt.de",2.3333333333333,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"139","Poa pratensis","cowidrt.ca",0.86666666666667,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"140","Poa pratensis","kernnu.ca",20,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"141","Poa pratensis","kernb.ca",-9.66666666333333,"GRASS","PERENNIAL","GRASS",14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683
"142","Poa secunda","oreac.us",2.33333333333333,"GRASS","PERENNIAL","GRASS",16.12,0.42672,14.54,11.51,0.254,0.301025138,197.6,0.172690107
"143","Poa secunda","nplatte.us",1.5,"GRASS","PERENNIAL","GRASS",16.12,0.42672,14.54,11.51,0.254,0.301025138,197.6,0.172690107
"144","Poa trivialis","baddrt.de",0.59,"GRASS","PERENNIAL","GRASS",34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,272.9349775,0.173758288
"145","Pseudoroegneria spicata","hard.us",1,"GRASS","PERENNIAL","GRASS",22.4711094,0.267,13.54099367,23.893,0.70785412,0.153771092,103.8213416,0.237714286
"146","Rytidosperma caespitosum","credom.au",0,"GRASS","PERENNIAL","GRASS",15.53608636,0.55,11.15495837,9.440331,0.66,0.38667844,168.7,0.271
"147","Schismus barbatus","gmgranite.us",-3.614285714,"GRASS","ANNUAL","GRASS",19.2972132,0.25,9.222220298,18.21,0.16,0.328004941,81.47,0.31373209
"148","Schismus barbatus","spvdrt.ar",-0.333333333,"GRASS","ANNUAL","GRASS",19.2972132,0.25,9.222220298,18.21,0.16,0.328004941,81.47,0.31373209
"149","Schizachyrium scoparium","bfl.us",1,"GRASS","PERENNIAL","GRASS",9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2
"150","Schizachyrium scoparium","oklah.us",-24.16666667,"GRASS","PERENNIAL","GRASS",9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2
"151","Schizachyrium scoparium","cedarsav.us",-3,"GRASS","PERENNIAL","GRASS",9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2
"152","Schizachyrium scoparium","cedartrait.us",-3.6,"GRASS","PERENNIAL","GRASS",9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2
"153","Setaria pampeana","cerrillos.ar",0,"GRASS","PERENNIAL","GRASS",24.7,0.38,5.681792325,19.52,0.392588387,0.237932335,NA,0.194592579
"154","Setaria parviflora","yarradrt.au",-1.293333333,"NULL","NULL","GRASS",17.972,0.316785714,6.22638362,26.31,0.438212576,0.14029,34.52785896,0.045
"155","Setaria sphacelata","ukulingadrt.za",35.5,"GRASS","PERENNIAL","GRASS",10.0375,3,7.54844635,14.16,0.163459389,0.339167135,11.17,0.57
"156","Sorghum halepense","sclaudio.ar",-6.25,"GRAMINOID","PERENNIAL","GRASS",22.2,1.3834,7.375424626,17.98889051,0.254,0.298839699,6.57733249,0.399166735
"157","Sporobolus compositus","oklah.us",-3.33329985835462e-09,"GRASS","PERENNIAL","GRASS",8.2,0.213,18.60082526,28.13,0.374384285,0.370655833,51.70795647,0.49
"158","Sporobolus flexuosus","jorndrt.us",-10.3333333333333,"GRASS","PERENNIAL","GRASS",11.10749774,0.9144,18.11980915,15.81345753,0.254,0.465178153,124.6527905,0.04
"159","Steinchisma hians","slp.us",-36,"GRASS","PERENNIAL","GRASS",13.32808311,0.495460634,9.797588218,25,0.243833199,0.137276985,78.88727205,0.48919335
